Id,Title,Labels,Iteration,Iteration Start,Iteration End,Type,Estimate,Current State,Created at,Accepted at,Deadline,Requested By,Description,URL,Owned By,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
135504871,"As a staff, I will be able to add a new customer into the system so that their details are reusable for their next purchases.","",1,"Dec 5, 2016","Dec 11, 2016",feature,3,accepted,"Dec 5, 2016","Dec 6, 2016",,Dearon Teh,Design a add new customer form for the staff to add new customer details into the system.,https://www.pivotaltracker.com/story/show/135504871,lem,"Commit by tanjunlem
https://github.com/TeckYong/Jewelry-System/commit/78c23eeb3d52d1e7007f0b1efdfe39dd586ead1f

[#135504871]Add_New_Customer (Dearon Teh - Dec 5, 2016)","Commit by tanjunlem
https://github.com/TeckYong/Jewelry-System/commit/0593bb4756c65a28591d85427cd98207998b84fc

[Finishes #135504871] Fixed Add_New_Customer bug

I have discovered some bugs and errors and I fix the problem. (Dearon Teh - Dec 6, 2016)","Commit by YashuaDaniel
https://github.com/TeckYong/Jewelry-System/commit/8fa6acd83937335acd0a620b0845d5401d5b6655

Merge pull request #7 from TeckYong/Add_New_Customer

[#135504871]Add_New_Customer (Dearon Teh - Dec 6, 2016)","Commit by YashuaDaniel
https://github.com/TeckYong/Jewelry-System/commit/4389f12c89e37df5407f000c4851f49bc0f25202

Revert ""[#135504871]Add_New_Customer"" (Dearon Teh - Dec 6, 2016)"
135504787,"As a staff, I want to be able to enter customer payment amount so that I can give the customer back his balance if any for his purchases.","",1,"Dec 5, 2016","Dec 11, 2016",feature,3,accepted,"Dec 5, 2016","Dec 6, 2016",,Dearon Teh,,https://www.pivotaltracker.com/story/show/135504787,Yashua,"Commit by YashuaDaniel
https://github.com/TeckYong/Jewelry-System/commit/53ecb5e7f6fdbd84f3cee046fd3f11daf06717fb

[#135504787] Customer table for payment module

This is current code for customer table which leads to payment screen (Dearon Teh - Dec 6, 2016)","Commit by YashuaDaniel
https://github.com/TeckYong/Jewelry-System/commit/df12dc55277453c905224821baf24ebb8aaeb2bc

[#135504787] Payment calculation function

Created the payment function and bind its activation to a button (Dearon Teh - Dec 6, 2016)","Commit by YashuaDaniel
https://github.com/TeckYong/Jewelry-System/commit/8c3206ba0bce83fe0ea7de210ecd31cb965d3cd6

Merge pull request #8 from TeckYong/Payment-module-code

[#135504787] Customer table for payment module (Dearon Teh - Dec 6, 2016)"
135504943,"As a staff, I want to filter customers based on their id, name, phone number and home address.","",1,"Dec 5, 2016","Dec 11, 2016",feature,1,accepted,"Dec 5, 2016","Dec 7, 2016",,Dearon Teh,,https://www.pivotaltracker.com/story/show/135504943,CHUN WENG CHAN,"Commit by chunweng428
https://github.com/TeckYong/Jewelry-System/commit/037df1b121558e4f78a916c2eb113fff0eac5458

[#135504943] Create main UI page using CardLayout

Created a main page using CardLayout for card switching purpose and created hard coded sample data (Dearon Teh - Dec 5, 2016)","Commit by chunweng428
https://github.com/TeckYong/Jewelry-System/commit/aa9a102438bf20b87995add94ace2ca34f7477b5

[#135504943] Create customer object

data includes customer id, name, IC, phone number, address (Dearon Teh - Dec 5, 2016)","Commit by chunweng428
https://github.com/TeckYong/Jewelry-System/commit/e886310e68473740adb494381ba20591791cf686

[#135504943] Create customer object

which data includes customer id, name, IC, phone number, address (Dearon Teh - Dec 5, 2016)","Commit by chunweng428
https://github.com/TeckYong/Jewelry-System/commit/1596a442502c060aeaec5dcb61d9338624a84332

[#135504943] Added buy/sell operations

products arraylist, findProduct (Dearon Teh - Dec 6, 2016)","Commit by chunweng428
https://github.com/TeckYong/Jewelry-System/commit/c59f54c415410175c4697515357525da8ec145ca

[#135504943] created customer page card

show customer lists and details, added add, update and delete buttons (Dearon Teh - Dec 6, 2016)","Commit by chunweng428
https://github.com/TeckYong/Jewelry-System/commit/f9e33eb3f856ff5519b7d8093175581ce40308a5

Merge pull request #1 from TeckYong/Create-main-UI-page-using-CardLayout

[#135504943] Create main UI page using CardLayout (Dearon Teh - Dec 6, 2016)","Commit by chunweng428
https://github.com/TeckYong/Jewelry-System/commit/4a7e960ad1063883d27852fb57672aae8ae300f4

Merge pull request #5 from TeckYong/create-customer-object

[#135504943] Create customer object (Dearon Teh - Dec 7, 2016)","Commit by chunweng428
https://github.com/TeckYong/Jewelry-System/commit/0da2a9d520ab36c0d83e5cc7c7fd76171edad686

[Finishes #135504943] Created filtering features

created customers sorting,add,update,delete and sales functions (Dearon Teh - Dec 7, 2016)","Commit by chunweng428
https://github.com/TeckYong/Jewelry-System/commit/320d7ca3eba390750308be7403ee714af055e164

[Finishes #135504943] Fixed indentation errors (Dearon Teh - Dec 7, 2016)","Commit by chunweng428
https://github.com/TeckYong/Jewelry-System/commit/0db4b92fbff8292f0436e9934d3593cf491c3b33

Merge pull request #9 from TeckYong/create-customer-page-card

[#135504943] created customer page card (Dearon Teh - Dec 7, 2016)","Commit by YashuaDaniel
https://github.com/TeckYong/Jewelry-System/commit/fffb4823e65d58e27a05ce0eaa99c203e7756c6f

[#135504943] Fixed error for buying operations

Error when shifting items from customers to store always crashing the system has been fixed (Dearon Teh - Dec 9, 2016)"
135504925,"As a staff, I will be able to update existing customer details in case certain customers have changed some of their details such as contact details.","",1,"Dec 5, 2016","Dec 11, 2016",feature,2,accepted,"Dec 5, 2016","Dec 8, 2016",,Dearon Teh,This feature would allow the staff to update the details of existing customer in the system.,https://www.pivotaltracker.com/story/show/135504925,lem,"Commit by tanjunlem
https://github.com/TeckYong/Jewelry-System/commit/b1b37882a5d3160c34d8fb7284cdbdc0f91e446e

[#135504925]Update_Customer_Details

I am creating update customer details form and function. (Dearon Teh - Dec 6, 2016)","Commit by tanjunlem
https://github.com/TeckYong/Jewelry-System/commit/f32f917f168e829876aee9ab510ae18fe2ea201a

[Finishes #135504925]Full coding of Update_Cust

I am finish the coding today. (Dearon Teh - Dec 7, 2016)","Commit by tanjunlem
https://github.com/TeckYong/Jewelry-System/commit/da4e9b20044d17ff49e6cc0ffc2336efbee80f2d

Merge pull request #10 from TeckYong/Update_Cusomter_Details

[#135504925]Update_Customer_Details (Dearon Teh - Dec 8, 2016)"
135505127,"As a staff, I can perform product buying operations with selected customer so that I can buy the customers items.","",1,"Dec 5, 2016","Dec 11, 2016",feature,2,accepted,"Dec 5, 2016","Dec 8, 2016",,Dearon Teh,,https://www.pivotaltracker.com/story/show/135505127,Yashua,"Commit by YashuaDaniel
https://github.com/TeckYong/Jewelry-System/commit/ff56465e1a2be94a05911d57ded2f9b2c477bb99

[#135505127]Payment module Buying operations error

This is current code for buying operations that will allow customers to sell items to the store. There is an error I can't solve, do review code and tell me (Dearon Teh - Dec 7, 2016)","Commit by YashuaDaniel
https://github.com/TeckYong/Jewelry-System/commit/c6095a673d6fc6e616bdf20feaf4a4448a9e5675

[#135505127] Further fixes to error

Other errors found were corrected (Dearon Teh - Dec 7, 2016)","Commit by YashuaDaniel
https://github.com/TeckYong/Jewelry-System/commit/0155faf7c120d6fa6066799995b419b3d217f407

Merge pull request #13 from TeckYong/Payment-module-buying-operations

[#135505127]Payment module Buying operations (Dearon Teh - Dec 9, 2016)"
135505279,"As a staff, I want to delete a customer from customer list so that customers who have not made purchases over a long time can be removed.","",1,"Dec 5, 2016","Dec 11, 2016",feature,1,accepted,"Dec 5, 2016","Dec 9, 2016",,Dearon Teh,,https://www.pivotaltracker.com/story/show/135505279,lem,"Commit by tanjunlem
https://github.com/TeckYong/Jewelry-System/commit/56f5f45e60bbfa25aa9c56129be84c357bc85a8c

[#135505279]Delete_Customer

I am doing the delete customer function. This function would allow the staff to delete the customers who are no purchase any products in the company over a long period. (Dearon Teh - Dec 8, 2016)","Commit by tanjunlem
https://github.com/TeckYong/Jewelry-System/commit/efd3212931249df5571cc6e3ac62097b97ecd51f

[Finishes #135505279]Done_Delete_Customer_Coding

I found the code I want, and it is run nice and expected. (Dearon Teh - Dec 9, 2016)","Commit by tanjunlem
https://github.com/TeckYong/Jewelry-System/commit/436662e739c795daa61741bf7b07aaa852a570fc

Merge pull request #14 from TeckYong/Delete_Customer

[#135505279]Delete_Customer (Dearon Teh - Dec 9, 2016)"
135505247,"As a staff, I am able to perform product exchange operations with selected customer so that the customer can exchange certain items for other items.","",1,"Dec 5, 2016","Dec 11, 2016",feature,2,accepted,"Dec 5, 2016","Dec 9, 2016",,Dearon Teh,,https://www.pivotaltracker.com/story/show/135505247,Yashua,"Commit by YashuaDaniel
https://github.com/TeckYong/Jewelry-System/commit/d22266ad5746057a5ede85c2690388617eb01c38

[#135505247]Payment module Exchange operations

This will allow customer to be able to exchange their items for either money or items of equivalent value (Dearon Teh - Dec 9, 2016)","Commit by Dearon Teh
https://github.com/TeckYong/Jewelry-System/commit/bc69a982c906d7ed3dc481081639c1b29cf954d7

Merge pull request #15 from TeckYong/Exchange-operations

[#135505247]Payment module Exchange operations (Dearon Teh - Dec 9, 2016)"
135505185,"As a staff, I can perform product buying operations with selected customer so that the customer can choose what item they wish to buy.","",1,"Dec 5, 2016","Dec 11, 2016",feature,1,accepted,"Dec 5, 2016","Dec 9, 2016",,Dearon Teh,,https://www.pivotaltracker.com/story/show/135505185,CHUN WENG CHAN,"Commit by chunweng428
https://github.com/TeckYong/Jewelry-System/commit/f058bb3f7973ea81d314a4689a32065807119703

[#135505185] Create sales page UI design (Dearon Teh - Dec 7, 2016)","Commit by chunweng428
https://github.com/TeckYong/Jewelry-System/commit/a086a07f35220f8bedd2f992d88c973e03cf06f4

[#135505185] Added Sell To function (Dearon Teh - Dec 8, 2016)","Commit by chunweng428
https://github.com/TeckYong/Jewelry-System/commit/759283cd13e09edb40d87fe18226fee1e65e5109

[Finishes #135505185] Merged code and updated

Merged with Yashua Daniel's coding part to finish the final part. (Dearon Teh - Dec 9, 2016)","Commit by chunweng428
https://github.com/TeckYong/Jewelry-System/commit/c12fca5d2f25bc93c7426956738b6c97045bcb78

Merge pull request #12 from TeckYong/create-sales-page

[#135505185] Create sales page UI design (Dearon Teh - Dec 9, 2016)"
